canonical_key,match_value,display_term,enriched_description,category,potential
curry-beef-rice,咖哩牛肉飯,咖喱牛肉飯,"HK-style curry beef brisket over rice (咖喱牛肉飯), a cha chaan teng comfort food with mild Cantonese-style curry sauce",fnb,low
hot-lemon-tea,熱檸茶,熱檸茶,"Hot lemon tea (熱檸茶) with fresh lemon slices, a popular HK cafe and restaurant warm beverage often ordered at dim sum and after meals",fnb,high
msg-free-soup,無味精例湯,無味精例湯,"Daily soup made without MSG (無味精例湯), a HK restaurant marketing point emphasizing natural flavors in Cantonese-style boiled soups",fnb,high
bing-sutt,香港茶餐廳美食,冰室,"Traditional HK-style ice room (冰室) serving affordable local comfort food and drinks, a nostalgic dining institution",fnb,high
club-sandwich,公司三文治,公司三文治,"Multi-layered sandwich (公司三文治) with chicken, egg, ham, and vegetables, a HK cha chaan teng and cafe classic inspired by Western club sandwiches",fnb,high
bing-sutt,茶記,冰室,"Traditional HK-style ice room (冰室) serving affordable local comfort food and drinks, a nostalgic dining institution",fnb,high
pork-chop-bun,豬扒包,豬扒包,"HK-style pork chop sandwich (豬扒包) with crispy fried pork cutlet in a soft bun, a Macau-influenced cha chaan teng favorite",fnb,high
scrambled-egg-rice,滑蛋飯,滑蛋飯,"Silky HK-style scrambled eggs over steamed rice (滑蛋飯) with various toppings like shrimp, beef, or char siu, a beloved comfort food category",fnb,low
beef-rice,牛肉飯,牛肉飯,"Broad beef and rice dish category (牛肉飯) spanning HK curry beef brisket rice, Japanese gyudon, and Chinese stir-fried beef rice plates",fnb,low
bing-sutt,茶餐廳推薦,冰室,"Traditional HK-style ice room (冰室) serving affordable local comfort food and drinks, a nostalgic dining institution",fnb,high
milk-pudding,牛乳プリン,牛乳布丁,"Silky milk-based pudding dessert (牛乳布丁), a popular HK dessert shop and Japanese-influenced sweet treat",fnb,low
dim-sum,港式點心,點心,"Traditional Cantonese small plates served in bamboo steamers, the quintessential HK dining experience from breakfast to lunch",fnb,high
bing-sutt,港式餐廳,冰室,"Traditional HK-style ice room (冰室) serving affordable local comfort food and drinks, a nostalgic dining institution",fnb,high
pineapple-bun,冰火脆皮菠蘿油,菠蘿包,"HK bakery classic (菠蘿包) with sweet crumbly cookie crust on a soft bun, best enjoyed with a slab of cold butter (菠蘿油) at cha chaan teng",fnb,high
horlicks,好立克,好立克,"Malted milk drink (好立克) hugely popular in HK cha chaan teng served hot or cold, a nostalgic British colonial-era beverage",fnb,high
hk-egg-tart,蛋塔,香港蛋撻,"Iconic HK baked pastry (蛋撻) with silky egg custard in flaky or cookie crust, the quintessential local bakery item and cha chaan teng staple",fnb,high
pineapple-bun,菠蘿油,菠蘿包,"HK bakery classic (菠蘿包) with sweet crumbly cookie crust on a soft bun, best enjoyed with a slab of cold butter (菠蘿油) at cha chaan teng",fnb,high
cookie-egg-tart,曲奇蛋撻,曲奇蛋撻,"HK egg tart with cookie-style crust (曲奇蛋撻) rather than flaky pastry, offering a shortbread-like texture, popularized by Tai Cheong Bakery",fnb,high
ham-macaroni-soup,腿通,腿通,"HK breakfast classic of macaroni in clear broth with ham (腿通), a staple of cha chaan teng morning set meals",fnb,high
luncheon-meat-egg-noodles,餐蛋麵,餐蛋麵,"Instant noodles with fried luncheon meat and egg (餐蛋麵), the ultimate HK cha chaan teng comfort food and hangover cure",fnb,high
monk-diving-into-sea,和尚跳海,和尚跳海,"HK beverage of Ovaltine poured over ice cream (和尚跳海), a nostalgic cha chaan teng drink with a whimsical name depicting the splash",fnb,high
lettuce,生菜,生菜,"Leafy vegetable (生菜) widely used in HK cuisine, from lettuce wraps for minced pigeon to boiled lettuce with oyster sauce at dim sum",fnb,high
burst-lemon-drink,爆檸,爆檸,"Intensely lemon-flavored HK beverage (爆檸) using whole crushed lemons, a viral drink trend emphasizing extreme citrus freshness",fnb,high
fried-rice,炒飯,炒飯,"Wok-fried rice (炒飯) with various toppings, a cornerstone of Cantonese cooking from simple egg fried rice to luxurious dried scallop and egg white fried rice",fnb,low
potato-beef-cubes,薯仔牛柳粒,薯仔牛柳粒,"Wok-fried diced beef tenderloin with potato cubes (薯仔牛柳粒) in black pepper sauce, a classic HK Cantonese restaurant and dai pai dong dish",fnb,high
fermented-beancurd-garlic-pork-ribs,南乳香蒜肉排,南乳香蒜肉排,"Deep-fried pork ribs marinated in fermented bean curd and garlic (南乳香蒜肉排), a flavorful Cantonese restaurant dish with distinctive umami",fnb,high
milk-tea,冰鎮奶茶,奶茶,"HK-style milk tea (奶茶) made with strong Ceylon tea and evaporated milk, the defining beverage of cha chaan teng culture and HK identity",fnb,high
grilled-meat,燒肉,烤肉,"Broad grilled meat category (烤肉) spanning Korean BBQ, Japanese yakiniku, and Western-style grilling, one of HK's most popular dining formats",fnb,low
takoyaki,章魚燒,章魚燒,"Japanese octopus balls (章魚燒) with crispy exterior and gooey interior, a popular HK street food and snack from Japanese food stalls and specialty shops",fnb,high
western-food,westerncuisine,西餐,Broad Western cuisine category (西餐) in HK encompassing European and American food from casual diners to fine dining establishments,fnb,low
korean-bbq,韓國烤肉,韓燒,"Korean barbecue dining format where diners grill marinated meats at tabletop grills, hugely popular in HK",fnb,high
pineapple-bun,菠蘿包,菠蘿包,"HK bakery classic (菠蘿包) with sweet crumbly cookie crust on a soft bun, best enjoyed with a slab of cold butter (菠蘿油) at cha chaan teng",fnb,high
souffle,souffle,梳乎厘,"Light and airy baked egg-based dessert (梳乎厘), a popular HK cafe and dessert shop item especially the jiggly Japanese-style soufflé pancakes",fnb,high
claypot-rice,claypotrice,煲仔飯,"HK winter comfort food (煲仔飯) of rice cooked in a claypot with toppings like Chinese sausage and cured meats, developing a crispy bottom crust",fnb,high
hk-egg-tart,eggtart,香港蛋撻,"Iconic HK baked pastry (蛋撻) with silky egg custard in flaky or cookie crust, the quintessential local bakery item and cha chaan teng staple",fnb,high
egg-waffle,雞蛋仔,雞蛋仔,"HK street food icon (雞蛋仔) of bubble-shaped egg waffles with crispy exterior and soft interior, a beloved snack found across the city",fnb,high
dim-sum,港點,點心,"Traditional Cantonese small plates served in bamboo steamers, the quintessential HK dining experience from breakfast to lunch",fnb,high
turnip-cake,蘿蔔糕,蘿蔔糕,"Cantonese pan-fried radish cake (蘿蔔糕) with Chinese sausage and dried shrimp, a dim sum classic and Lunar New Year staple in HK",fnb,high
hk-egg-tart,香港蛋撻,香港蛋撻,"Iconic HK baked pastry (蛋撻) with silky egg custard in flaky or cookie crust, the quintessential local bakery item and cha chaan teng staple",fnb,high
crispy-bun-condensed-milk,奶油脆豬,奶油脆豬,"HK cha chaan teng snack of toasted crispy bun with butter and condensed milk (奶油脆豬), a popular tea-time indulgence",fnb,high
instant-noodles,公仔麵,公仔麵,"Instant noodles (公仔麵) as a HK culinary staple, from cha chaan teng breakfast sets to stir-fried noodle dishes and hotpot add-ons",fnb,high
pineapple-bun,冰火菠蘿油,菠蘿包,"HK bakery classic (菠蘿包) with sweet crumbly cookie crust on a soft bun, best enjoyed with a slab of cold butter (菠蘿油) at cha chaan teng",fnb,high
custard-bun,流沙包,流沙包,"Steamed bun with flowing salted egg custard filling (流沙包), a modern dim sum classic and HK restaurant favorite",fnb,high
salt-pepper-pork-chop,椒鹽豬扒,椒鹽豬扒,"Crispy fried pork chops seasoned with salt, pepper, and garlic (椒鹽豬扒), a classic Cantonese dish found in HK dai pai dong and restaurants",fnb,high
french-toast-hk,法蘭西多士,西多士,"HK-style deep-fried French toast (西多士) with peanut butter filling, served with butter and condensed milk, a cha chaan teng indulgence classic",fnb,high
bing-sutt,懷舊茶餐廳,冰室,"Traditional HK-style ice room (冰室) serving affordable local comfort food and drinks, a nostalgic dining institution",fnb,high
fish-fragrant-eggplant-rice,魚香茄子飯,魚香茄子飯,"Sichuan-style eggplant in garlic-chili sauce over rice (魚香茄子飯), despite the name containing no fish, a hugely popular HK lunch dish",fnb,high
dim-sum,蝦餃王,點心,"Traditional Cantonese small plates served in bamboo steamers, the quintessential HK dining experience from breakfast to lunch",fnb,high
pork-knuckle-noodles,豬手麵,豬手麵,"Noodles with braised pork knuckle (豬手麵), a hearty HK noodle shop dish featuring tender collagen-rich pork in rich broth",fnb,high
swiss-chicken-wings,瑞士雞翼,瑞士雞翼,"HK-style chicken wings braised in sweet soy sauce (瑞士雞翼), a cha chaan teng classic misnamed after a misheard 'sweet' as 'Swiss'",fnb,high
dry-fried-beef-ho-fun,乾炒牛肉河粉,乾炒牛河,"Wok-fried flat rice noodles with beef (乾炒牛河), the ultimate test of Cantonese wok skill and a quintessential HK comfort dish",fnb,high
milk-tea,凍奶茶,奶茶,"HK-style milk tea (奶茶) made with strong Ceylon tea and evaporated milk, the defining beverage of cha chaan teng culture and HK identity",fnb,high
breakfast,全日早餐,早餐,"HK breakfast culture (早餐) from cha chaan teng macaroni soup sets to congee and dim sum, a diverse morning dining tradition",fnb,low
milk-tea,炭燒奶茶,奶茶,"HK-style milk tea (奶茶) made with strong Ceylon tea and evaporated milk, the defining beverage of cha chaan teng culture and HK identity",fnb,high
breakfast,alldaybreakfast,早餐,"HK breakfast culture (早餐) from cha chaan teng macaroni soup sets to congee and dim sum, a diverse morning dining tradition",fnb,low
steamed-egg-white-milk-pudding,蛋白燉鮮奶,蛋白燉鮮奶,"Delicate steamed egg white and milk pudding (蛋白燉鮮奶), a silky HK dessert specialty especially famous in Tai O and Macau",fnb,low
hk-steamed-milk-pudding,港式燉奶,港式燉奶,"Traditional HK-style steamed milk pudding (港式燉奶) with smooth custard texture, a classic Cantonese dessert from traditional sweet soup shops",fnb,low
mango-pomelo-sago,楊枝甘露,楊枝甘露,"HK-originated dessert (楊枝甘露) of mango, pomelo, sago pearls, and coconut milk, one of the city's most iconic sweet soup creations",fnb,high
pineapple,菠蘿,菠蘿,"Tropical fruit (菠蘿) used extensively in HK cuisine from sweet and sour dishes to pineapple buns and desserts, also a popular fresh fruit",fnb,low
satay-beef,沙嗲牛肉,沙嗲牛肉,"HK-style satay-marinated beef (沙嗲牛肉) served in noodles, rice, or sandwiches, a cha chaan teng and breakfast staple with distinct local flavor",fnb,high
satay-beef-french-toast,沙嗲牛肉西多,沙嗲牛肉西多,"HK fusion dish combining satay beef with deep-fried French toast (沙嗲牛肉西多), a viral cha chaan teng creation mixing sweet and savory",fnb,high
cantonese-restaurant,広東料理,粵式酒樓,"Traditional Cantonese banquet-style restaurant (酒樓), serving dim sum and elaborate dinner courses",fnb,low
french-toast-hk,フレンチトースト,西多士,"HK-style deep-fried French toast (西多士) with peanut butter filling, served with butter and condensed milk, a cha chaan teng indulgence classic",fnb,high
coffee-shop,カフェ,Cafe,"Generic coffee shop and cafe concept in HK, ranging from 茶餐廳-style to specialty cafes",fnb,low
coffee-shop,喫茶店,Cafe,"Generic coffee shop and cafe concept in HK, ranging from 茶餐廳-style to specialty cafes",fnb,low
breakfast,港式早餐,早餐,"HK breakfast culture (早餐) from cha chaan teng macaroni soup sets to congee and dim sum, a diverse morning dining tradition",fnb,low
chicken-steak-bun,雞扒包,雞扒包,"HK-style sandwich with fried chicken steak (雞扒包), a popular cha chaan teng and fast food item similar to the pork chop bun",fnb,high
satay-sauce,sataysauce,沙嗲醬,"HK-style satay sauce (沙嗲醬) distinct from Southeast Asian versions, used in beef noodles, hotpot dipping, and stir-fries with shrimp paste undertones",fnb,low
angus-beef,angusbeef,安格斯牛肉,"Angus cattle beef (安格斯牛肉) widely used in HK steakhouses, burger joints, and premium casual restaurants for its consistent marbling and flavor",fnb,low
bing-sutt,chachannteng,冰室,"Traditional HK-style ice room (冰室) serving affordable local comfort food and drinks, a nostalgic dining institution",fnb,high
fried-chicken-leg,炸雞髀,炸雞髀,"Deep-fried chicken leg (炸雞髀) with crispy skin and juicy meat, a classic HK street food, cha chaan teng, and dai pai dong indulgence",fnb,high
red-bean-ice-drink,紅豆冰,紅豆冰,"Classic HK cold drink (紅豆冰) with sweet red beans, evaporated milk, and crushed ice, a nostalgic cha chaan teng and bing sutt beverage",fnb,low
milk-tea,樽仔奶茶,奶茶,"HK-style milk tea (奶茶) made with strong Ceylon tea and evaporated milk, the defining beverage of cha chaan teng culture and HK identity",fnb,high
